gender,SeniorCitizen,Partner,Dependents,Antiguedad,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
Male,1,Yes,Yes,70,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),83.17,4464.954
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.53,206.796
Female,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.06,41.821
Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,4884.715
Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,21.22,1073.703
Female,0,No,No,20,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,78.34,887.156
Female,0,Yes,Yes,49,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,110.45,2318.753
Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.04,227.362
Male,0,No,Yes,12,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),49.37,195.219
Female,0,No,No,0,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.55,141.678
Female,0,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.97,681.122
Male,1,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.31,93.508
Female,0,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.24,644.484
Female,0,No,Yes,17,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,79.22,3701.861
Female,1,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.08,606.504
Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.2,184.109
Female,1,Yes,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.91,1351.438
Female,0,Yes,Yes,68,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),29.71,1802.826
Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.58,4634.6
Female,0,No,No,71,No,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),34.44,3779.543
Female,1,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),101.85,7888.407
Female,1,Yes,No,68,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.03,7058.122
Female,0,No,No,44,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,54.99,572.154
Female,0,Yes,Yes,53,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),40.41,863.485
Female,0,No,No,54,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),87.24,6138.743
Female,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.18,1248.924
Female,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.4,1012.153
Male,1,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),73.29,2383.132
Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.35,766.175
Female,0,Yes,No,41,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.39,912.282
Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),113.73,8315.067
Male,0,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),75.25,1291.58
Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.89,1383.38
Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,85.1,125.36
Female,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),20.26,487.794
Male,0,No,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),84.44,4945.158
Female,0,No,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.31,2157.58
Female,0,Yes,Yes,67,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),22.22,1109.205
Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.77,1370.399
Male,0,No,No,55,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),34.46,670.931
Female,0,Yes,Yes,49,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),85.2,7652.684
Female,0,No,No,69,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,53.33,5656.079
Female,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.83,1223.5
Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.34,505.405
Female,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,90.54,319.111
Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),76.71,472.942
Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.14,18.8
Female,0,Yes,No,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),102.88,7659.318
Female,0,Yes,Yes,6,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,83.49,719.877
Male,0,No,No,10,Yes,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),36.03,683.683
Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,55.13,1216.428
Male,0,No,No,4,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,47.03,62.521
Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,78.08,281.6
Female,0,No,No,13,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,27.35,86.313
Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),91.63,917.28
Female,0,No,Yes,30,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),83.2,841.21
Male,0,Yes,Yes,68,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),90.64,3149.358
Male,0,No,No,30,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,53.16,1292.019
Female,0,No,No,40,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),46.8,861.923
Female,1,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,81.21,317.52
Male,1,Yes,No,22,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.45,5313.178
Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.8,722.69
Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.93,421.478
Male,0,No,Yes,25,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),48.27,2750.086
Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.18,1179.991
Female,1,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),89.53,5561.208
Female,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),21.55,754.183
Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.81,1782.654
Female,0,Yes,Yes,64,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),77.14,888.055
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.46,18.8
Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),87.46,2904.042
Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.54,1030.569
Female,1,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.88,862.647
Female,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.02,975.78
Female,1,No,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.66,619.59
Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),112.54,4738.047
Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.56,592.768
Female,0,Yes,Yes,40,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),29.11,1568.697
Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.16,860.456
Female,0,Yes,No,14,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),51.65,1729.79
Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.06,625.627
Female,0,No,No,44,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),24.3,3442.453
Male,1,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),98.77,5488.287
Male,0,Yes,Yes,27,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),60.94,5644.481
Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.68,653.339
Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.5,7889.471
Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),75.72,8484.776
Male,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.33,926.4
Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),107.07,5842.247
Female,0,No,No,9,Yes,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,86.06,745.653
Female,0,Yes,Yes,43,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,34.3,377.9
Female,0,Yes,No,58,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,84.28,738.987
Male,0,Yes,No,24,No,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),81.72,5242.247
Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.98,6130.41
Female,0,Yes,Yes,68,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),79.96,758.287
Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.64,537.432
Male,1,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.1,5072.548
Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.46,129.469
Female,1,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.83,6537.885
Female,0,No,No,54,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),78.56,2264.3
Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.43,829.899
Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.16,39.032
Male,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.45,572.652
Female,0,No,No,19,Yes,No,DSL,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),22.94,437.428
Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.1,201.641
Female,0,Yes,No,7,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),48.73,582.509
Male,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,81.75,312.541
Male,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.08,4969.376
Male,0,Yes,No,39,Yes,No,No,No,No,No,No,No,No internet service,One year,No,Electronic check,50.27,635.173
Female,0,No,No,2,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,27.33,596.51
Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),99.45,5829.105
Male,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),22.57,2779.215
Male,0,Yes,Yes,70,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),73.95,1875.403
Female,0,No,No,31,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,89.71,7715.526
Female,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.62,5310.667
Male,0,Yes,No,67,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),108.41,7981.013
Male,0,Yes,No,70,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),100.54,4878.09
Male,1,No,No,16,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.07,1006.843
Female,0,No,No,67,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),79.69,1334.635
Female,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),80.84,2820.54
Female,1,No,No,18,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.92,6465.624
Male,0,Yes,Yes,0,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.32,115.287
Male,0,Yes,Yes,22,Yes,No,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,Two year,No,Mailed check,74.22,464.386
Male,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.56,6704.57
Female,0,Yes,Yes,70,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.08,7801.96
Female,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.26,1477.905
Male,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,92.95,1700.004
Female,1,No,No,9,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,67.58,873.094
Male,0,No,Yes,54,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Mailed check,53.9,3209.714
Male,0,Yes,No,71,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,87.28,3940.092
Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,465.22
Female,0,Yes,No,38,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),78.89,706.802
Female,0,Yes,Yes,72,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,30.13,3339.406
Male,0,No,No,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.03,128.798
Female,0,No,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.25,1180.794
Female,0,Yes,No,13,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),80.77,4300.78
Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,106.64,1342.136
Female,0,No,No,9,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),96.41,3924.1
Female,0,No,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.14,2051.039
Female,0,Yes,No,53,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),87.0,3747.624
Male,0,No,No,3,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,33.82,89.497
Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.45,1069.115
Female,0,No,No,72,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),52.69,1556.53
Male,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.6,1146.863
Male,0,No,No,15,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,44.08,295.006
Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.28,7173.569
Female,0,No,No,67,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),51.45,983.185
